iata,name,city
MRR,Jose Maria Velasco Ibarra Airport,Macara
XMS,Coronel E Carvajal Airport,Macas
MCH,General Manuel Serrano Airport,Machala
MEC,Eloy Alfaro International Airport,Manta
LGQ,Nueva Loja Airport,Lago Agrio
PYO,Putumayo Airport,Puerto Putumayo
PVO,Reales Tamarindos Airport,Portoviejo
UIO,Nuevo Aeropuerto Internacional Mariscal Sucre,Quito
ETR,Coronel Artilleria Victor Larrea Airport,Santa Rosa
SNC,General Ulpiano Paez Airport,Salinas
SUQ,Sucua Airport,Sucua
PTZ,Rio Amazonas Airport,Shell Mera
SCY,San Cristobal Airport,San Cristobal
BHA,Los Perales Airport,Bahia de Caraquez
TSC,Taisha Airport,Taisha
TPN,Tiputini Airport,Tiputini
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo)
ESM,General Rivadeneira Airport,Tachina
TPC,Tarapoa Airport,Tarapoa
TUA,Teniente Coronel Luis a Mantilla Airport,Tulcan
PSY,Stanley Airport,Stanley
ASU,Silvio Pettirossi International Airport,Asuncion
AYO,Juan De Ayolas Airport,Ayolas
BFA,Bahia Negra Airport,Bahia Negra
CIO,Teniente Col Carmelo Peralta Airport,Concepcion
ENO,Encarnacion Airport,Encarnacion
AGT,Guarani International Airport,Ciudad del Este
FLM,Filadelfia Airport,Filadelfia
ESG,Dr. Luis Maria Argana International Airport,Mariscal Estigarribia
OLK,Fuerte Olimpo Airport,Fuerte Olimpo
PIL,Carlos Miguel Gimenez Airport,Pilar
PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero
LVR,Municipal Bom Futuro Airport,Lucas do Rio Verde
FRC,Franca Airport,Franca
LVB,Fazenda da Paz Airport,Santana Do Livramento
JUA,Juara Sul Airport,Juara
CFO,Confresa Airport,Confresa
NPR,Novo Progresso Airport,Novo Progresso
RIG,Rio Grande Airport,Rio Grande
ACR,Araracuara Airport,Araracuara
ACD,Alcides Fernandez Airport,Acandi
HAY,Aguachica Airport,Aguachica
AFI,Amalfi Airport,Amalfi
ADN,Andes Airport,Andes
API,Gomez Nino Apiay Air Base,Apiay
AXM,El Eden Airport,Armenia
PUU,Tres De Mayo Airport,Puerto Asis
ELB,Las Flores Airport,El Banco
BGA,Palonegro Airport,Bucaramanga
BOG,El Dorado International Airport,Bogota
BAQ,Ernesto Cortissoz International Airport,Barranquilla
BSC,Jose Celestino Mutis Airport,Bahia Solano
BUN,Gerardo Tobar Lopez Airport,Buenaventura
CPB,Capurgana Airport,Capurgana
CUC,Camilo Daza International Airport,Cucuta
COG,Mandinga Airport,Condoto
CTG,Rafael Nunez International Airport,Cartagena
CCO,Carimagua Airport,Puerto Lopez
CLO,Alfonso Bonilla Aragon International Airport,Cali
CIM,Cimitarra Airport,Cimitarra
RAV,Cravo Norte Airport,Cravo Norte
TCO,La Florida Airport,Tumaco
BHF,Cupica Airport,Bahia Solano
CUO,Caruru Airport,Caruru
CAQ,Juan H White Airport,Caucasia
CVE,Covenas Airport,Covenas
CZU,Las Brujas Airport,Corozal
EBG,El Bagre Airport,El Bagre
EJA,Yariguies Airport,Barrancabermeja
FLA,Gustavo Artunduaga Paredes Airport,Florencia
FDA,Fundacion Airport,Fundacion
GIR,Santiago Vila Airport,Girardot
CRC,Santa Ana Airport,Cartago
GPI,Juan Casiano Airport,Guapi
GLJ,Garzon La Jagua Airport,Garzon
CPL,Chaparral Airport,Chaparral
HTZ,Hato Corozal Airport,Hato Corozal
IBE,Perales Airport,Ibague
IGO,Chigorodo Airport,Chigorodo
IPI,San Luis Airport,Ipiales
APO,Antonio Roldan Betancourt Airport,Carepa
LQM,Caucaya Airport,Puerto Leguizamo
MCJ,Jorge Isaac Airport,La Mina-Maicao
LPD,La Pedrera Airport,La Pedrera
LET,Alfredo Vasquez Cobo International Airport,Leticia
EOH,Enrique Olaya Herrera Airport,Medellin
MFS,Miraflores Airport,Miraflores
MGN,Baracoa Airport,Magangue
MTB,Montelibano Airport,Montelibano
MMP,San Bernardo Airport,Mompos
MTR,Los Garzones Airport,Monteria
MVP,Fabio Alberto Leon Bentley Airport,Mitu
MZL,La Nubia Airport,Manizales
NCI,Necocli Airport,Necocli
NQU,Reyes Murillo Airport,Nuqui
NVA,Benito Salas Airport,Neiva
OCV,Aguas Claras Airport,Ocana
ORC,Orocue Airport,Orocue
OTU,Otu Airport,El Rhin
RON,Juan Jose Rondon Airport,Paipa
PCR,German Olano Airport,Puerto Carreno
PDA,Obando Airport,Puerto Inirida
PEI,Matecana International Airport,Pereira
PTX,Pitalito Airport,Pitalito
PLT,Plato Airport,Plato
NAR,Puerto Nare Airport,Armenia
PPN,Guillermo Leon Valencia Airport,Popayan
PQE,German Olano Air Base,La Dorada
PBE,Puerto Berrio Airport,Puerto Berrio
PSO,Antonio Narino Airport,Pasto
PVA,El Embrujo Airport,Providencia
PZA,Paz De Ariporo Airport,Paz De Ariporo
MQU,Jose Celestino Mutis Airport,Mariquita
MDE,Jose Maria Cordova International Airport,Rionegro
RCH,Almirante Padilla Airport,Riohacha
RVE,Los Colonizadores Airport,Saravena
SJE,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare
SMR,Simon Bolivar International Airport,Santa Marta
SOX,Alberto Lleras Camargo Airport,Sogamoso
ADZ,Gustavo Rojas Pinilla International Airport,San Andres
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguan
TAU,Tauramena Airport,Tauramena
TIB,Tibu Airport,Tibu
TDA,Trinidad Airport,Trinidad
TLU,Tolu Airport,Tolu
TME,Gustavo Vargas Airport,Tame
TQS,Tres Esquinas Air Base,Tres Esquinas
TRB,Gonzalo Mejia Airport,Turbo
AUC,Santiago Perez Airport,Arauca
UIB,El Carano Airport,Quibdo
ULQ,Farfan Airport,Tulua
URR,Urrao Airport,Urrao
VGZ,Villagarzon Airport,Villagarzon
PYA,Velasquez Airport,Velasquez
VUP,Alfonso Lopez Pumarejo Airport,Valledupar
VVC,Vanguardia Airport,Villavicencio
AYG,Yaguara Airport,San Vicente Del Caguan
EYP,El Yopal Airport,El Yopal
MHW,Monteagudo Airport,El Banado
SRE,Alcantarí International Airport,Yamparáez (Sucre)
APB,Apolo Airport,Apolo
ASC,Ascencion De Guarayos Airport,Ascension de Guarayos
BVL,Baures Airport,Baures
BJO,Bermejo Airport,Bermejo
CAM,Camiri Airport,Camiri
CBB,Jorge Wilsterman International Airport,Cochabamba
CIJ,Capitan Anibal Arab Airport,Cobija
CEP,Concepcion Airport,Concepcion
SRZ,El Trompillo Airport,Santa Cruz
GYA,Capitan de Av. Emilio Beltran Airport,Guayaramerin
BVK,Huacaraje Airport,Itenes
SJS,San Jose De Chiquitos Airport,San Jose de Chiquitos
SJB,San Joaquin Airport,San Joaquin
SJV,San Javier Airport,San Javier
LPB,El Alto International Airport,La Paz / El Alto
MGD,Magdalena Airport,Magdalena
ORU,Juan Mendoza Airport,Oruro
POI,Capitan Nicolas Rojas Airport,Potosi
PUR,Puerto Rico Airport,Puerto Rico/Manuripi
PSZ,Capitan Av. Salvador Ogaya G. airport,Puerto Suarez
SRD,San Ramon Airport,San Ramon / Mamore
RBO,Robore Airport,Robore
RIB,Capitan Av. Selin Zeitun Lopez Airport,Riberalta
RBQ,Rurenabaque Airport,Rurenabaque
REY,Reyes Airport,Reyes
SBL,Santa Ana Del Yacuma Airport,Santa Ana del Yacuma
SRJ,Capitan Av. German Quiroga G. Airport,San Borja
SNG,Capitan Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco
SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos
SRB,Santa Rosa De Yacuma Airport,Santa Rosa
MQK,San Matias Airport,San Matias
TJA,Capitan Oriel Lea Plaza Airport,Tarija
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad
UYU,Uyuni Airport,Quijarro
VAH,Capitan Av. Vidal Villagomez Toledo Airport,Vallegrande
VLM,Teniente Coronel Rafael Pabon Airport,Villamontes
VVI,Viru Viru International Airport,Santa Cruz
BYC,Yacuiba Airport,Yacuiba
ABN,Albina Airport,Albina
BTO,Botopasi Airport,Botopasi
AAJ,Cayana Airstrip,Awaradam
TOT,Totness Airport,Totness
DRJ,Drietabbetje Airport,Drietabbetje
DOE,Djumu-Djomoe Airport,Djumu-Djomoe
LDO,Ladouanie Airport,Aurora
PBM,Johan Adolf Pengel International Airport,Zandery
MOJ,Moengo Airstrip,Moengo
ICK,Nieuw Nickerie Airport,Nieuw Nickerie
OEM,Vincent Fayks Airport,Paloemeu
SMZ,Stoelmanseiland Airport,Stoelmanseiland
KCB,Tepoe Airstrip,Kasikasima
AGI,Wageningen Airport Airport,Wageningen Airport
WSO,Washabo Airport,Washabo
ORG,Zorg en Hoop Airport,Paramaribo
JAW,Araripina Airport,Araripina
APY,Alto Parnaiba Airport,Alto Parnaiba
APQ,Arapiraca Airport,Arapiraca
AMJ,Cirilo Queiroz Airport,Almenara
BDC,Barra do Corda Airport,Barra Do Corda
BVM,Belmonte Airport,Belmonte
BRA,Barreiras Airport,Barreiras
BSS,Balsas Airport,Balsas
BMS,Socrates Mariani Bittencourt Airport,Brumado
BQQ,Barra Airport,Barra
MXQ,Lorenzo Airport,Cairu
CTP,Carutapera Airport,Carutapera
CPU,Cururupu Airport,Cururupu
QCH,Colatina Airport,Colatina
RDC,Redencao Airport,Redencao
LEP,Leopoldina Airport,Leopoldina
DTI,Diamantina Airport,Diamantina
DIQ,Divinopolis Airport,Divinopolis
CNV,Canavieiras Airport,Canavieiras
SXX,Sao Felix do Xingu Airport,Sao Felix Do Xingu
GUZ,Guarapari Airport,Guarapari
GDP,Guadalupe Airport,Guadalupe
GNM,Guanambi Airport,Guanambi
GMS,Fazenda Canada Airport,Uberlandia
QGP,Garanhuns Airport,Garanhuns
IRE,Irece Airport,Irece
QIG,Iguatu Airport,Iguatu
QIT,Itapetinga Airport,Itapetinga
IPU,Ipiau Airport,Ipiau
JCM,Jacobina Airport,Jacobina
FEC,Joao Durval Carneiro Airport,Feira De Santana
JEQ,Jequie Airport,Jequie
JNA,Januaria Airport,Januaria
JDR,Prefeito Octavio de Almeida Neves Airport,Sao Joao Del Rei
CMP,Santana do Araguaia Airport,Santana Do Araguaia
QDF,Conselheiro Lafaiete Airport,Conselheiro Lafaiete
CDI,Cachoeiro do Itapemirim Airport,Cachoeiro Do Itapemirim
QCP,Currais Novos Airport,Currais Novos
SSO,Sao Lourenco Airport,Sao Lourenco
MTE,Monte Alegre Airport,Monte Alegre
MVS,Mucuri Airport,Mucuri
SBJ,Sao Mateus Airport,Sao Mateus
PTQ,Porto de Moz Airport,Porto De Moz
NNU,Nanuque Airport,Nanuque
QBX,Sobral Airport,Sobral
PSW,Municipal Jose Figueiredo Airport,Passos
FEJ,Novo Aerodromo de Feijó Airport,Feijó
ORX,Oriximina Airport,Oriximina
PCS,Picos Airport,Picos
POJ,Patos de Minas Airport,Patos De Minas
PIV,Pirapora Airport,Pirapora
FLB,Cangapara Airport,Floriano
PDF,Prado Airport,Prado
CAU,Caruaru Airport,Caruaru
OPP,Salinopolis Airport,Salinopolis
SFK,Soure Airport,Soure
TXF,Teixeira de Freitas Airport,Teixeira De Freitas
OBI,Obidos Airport,Obidos
TFL,Juscelino Kubitscheck Airport,Teofilo Otoni
VAL,Valenca Airport,Valenca
QID,Melio Viana Airport,Tres Coracoes
BVS,Breves Airport,Breves
CMC,Camocim Airport,Camocim
QXC,Fazenda Sao Braz Airport,Barra De Santo Antonio
GGF,Almeirim Airport,Almeirim
PHI,Pinheiro Airport,Pinheiro
ITI,Agropecuaria Castanhais Airport,Cumaru Do Norte
PPY,Pouso Alegre Airport,Pouso Alegre
ITE,Itubera Airport,Itubera
CAY,Cayenne-Rochambeau Airport,Cayenne / Rochambeau
GSI,Grand-Santi Airport,Grand-Santi
MPY,Maripasoula Airport,Maripasoula
OXP,Saint-Georges-de-l'Oyapock Airport,Saint-Georges-de-l'Oyapock Airport
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni
REI,Regina Airport,Regina
XAU,Saul Airport,Saul
APE,San Juan Aposento Airport,San Juan Aposento
ALD,Alerta Airport,Fortaleza
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas
ATG,Teniente General Gerardo Perez Pinedo Airport,Atalaya
MBP,Moyobamba Airport,Moyobamba
BLP,Huallaga Airport,Bellavista
IBP,Iberia Airport,Iberia
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa
TDP,Trompeteros Airport,Corrientes
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote
TGI,Tingo Maria Airport,Tingo Maria
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho
ANS,Andahuaylas Airport,Andahuaylas
ATA,Comandante FAP German Arias Graziani Airport,Anta
UMI,Quince Air Base,Quince Mil
UCZ,Uchiza Airport,Uchiza
RIJ,Juan Simons Vela Airport,Rioja
LIM,Jorge Chavez International Airport,Lima
JAE,Shumba Airport,Jaen
JJI,Juanjui Airport,Juanjui
JAU,Francisco Carle Airport,Jauja
JUL,Inca Manco Capac International Airport,Juliaca
SJA,San Juan de Marcona Airport,San Juan de Marcona
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca
RIM,San Nicolas Airport,Rodriguez de Mendoza
ILQ,Ilo Airport,Ilo
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes
MZA,Manuel Prado Ugarteche Airport,Mazamari
SMG,Santa Maria Airport,Santa Maria
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas
HUU,Alferez Fap David Figueroa Fernandini Airport,Huanuco
SQU,Saposoa Airport,Plaza Saposoa
CHH,Chachapoyas Airport,Chachapoyas
REQ,Requena Airport,Requena
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos
AQP,Rodriguez Ballon International Airport,Arequipa
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo
PIO,Capitan FAP Renan Elias Olivera International Airport,Pisco
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto
SYC,Shiringayoc Airport,Shiringayoc
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna
PEM,Padre Aldamiz International Airport,Puerto Maldonado
PIU,Capitan FAP Guillermo Concha Iberico International Airport,Piura
CUZ,Alejandro Velasco Astete International Airport,Cusco
APU,Apucarana Airport,Apucarana
BGV,Aeroclube de Bento Goncalves Airport,Bento Goncalves
BNU,Blumenau Airport,Blumenau
CCI,Concordia Airport,Concordia
CSS,Cassilandia Airport,Cassilandia
QCN,Canela Airport,Canela
CKO,Cornelio Procopio Airport,Cornelio Procopio
GGH,Cianorte Airport,Cianorte
DOU,Dourados Airport,Dourados
ERM,Erechim Airport,Erechim
FBE,Francisco Beltrao Airport,Francisco Beltrao
QGA,Guaira Airport,Guaira
HRZ,Horizontina Airport,Horizontina
IJU,Ijui Airport,Ijui
ITQ,Itaqui Airport,Itaqui
JCB,Santa Terezinha Airport,Joacaba
CBW,Campo Mourao Airport,Campo Mourao
QDB,Cachoeira do Sul Airport,Cachoeira Do Sul
QCR,Curitibanos Airport,Curitibanos
OAL,Cacoal Airport,Cacoal
LOI,Helmuth Baungarten Airport,Lontras
ALQ,Alegrete Novo Airport,Alegrete
QMF,Mafra Airport,Mafra
QGF,Montenegro Airport,Montenegro
QHV,Novo Hamburgo Airport,Novo Hamburgo
SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste
APX,Arapongas Airport,Arapongas
AIR,Aripuanã Airport,Aripuanã
PTO,Pato Branco Airport,Pato Branco
PNG,Paranagua Airport,Paranagua
PVI,Paranavai Airport,Paranavai
PBB,Paranaiba Airport,Paranaiba
QAC,Castro Airport,Castro
SQY,Sao Lourenco do Sul Airport,Sao Lourenco Do Sul
QOJ,Sao Borja Airport,Sao Borja
CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul
UMU,Umuarama Airport,Umuarama
QVB,Uniao da Vitoria Airport,Uniao Da Vitoria
VIA,Videira Airport,Videira
CTQ,Santa Vitoria do Palmar Airport,Santa Vitoria Do Palmar
AXE,Xanxere Airport,Xanxere
AAG,Arapoti Airport,Arapoti
SRA,Santa Rosa Airport,Santa Rosa
PGZ,Ponta Grossa Airport,Ponta Grossa
ATI,Artigas International Airport,Artigas
CYR,Laguna de Los Patos International Airport,Colonia
DZO,Santa Bernardina International Airport,Durazno
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este
MLZ,Cerro Largo International Airport,Melo
MVD,Carrasco International /General C L Berisso Airport,Montevideo
PDU,Tydeo Larre Borges Airport,Paysandu
RVY,Presidente General Don Oscar D. Gestido International Airport,Rivera
STY,Nueva Hesperides International Airport,Salto
TAW,Tacuarembo Airport,Tacuarembo
TYT,Treinta y Tres Airport,Treinta y Tres
VCH,Vichadero Airport,Vichadero
AGV,Oswaldo Guevara Mujica Airport,Acarigua
AAO,Anaco Airport,Anaco
LPJ,Armando Schwarck Airport,Guayabal
BLA,General Jose Antonio Anzoategui International Airport,Barcelona
BNS,Barinas Airport,Barinas
BRM,Barquisimeto International Airport,Barquisimeto
MYC,Escuela Mariscal Sucre Airport,Maracay
CUV,Casigua El Cubo Airport,Casigua El Cubo
CLZ,Calabozo Airport,Guarico
CAJ,Canaima Airport,Canaima
VCR,Carora Airport,Carora
CUP,General Francisco Bermudez Airport,Carupano
CZE,Jose Leonardo Chirinos Airport,Coro
EOR,El Dorado Airport,Bolivar
GUQ,Guanare Airport,Guanare
ICC,Andres Miguel Salazar Marcano Airport,Isla de Coche
LSP,Josefa Camejo International Airport,Paraguana
MAR,La Chinita International Airport,Maracaibo
MRD,Alberto Carnevalli Airport,Merida
PMV,Del Caribe Santiago Marino International Airport,Isla Margarita
CCS,Maiquetia (Simon Bolivar Internacional) Airport,Caracas
CBS,Oro Negro Airport,Cabimas
PZO,General Manuel Carlos Piar International Airport,Puerto Ordaz-Ciudad Guayana
PTM,Palmarito Airport,Palmarito
LRV,Gran Roque Airport,Los Roques
SBB,Santa Barbara de Barinas Airport,Santa Barbara
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo
SNF,Sub Teniente Nestor Arias Airport,San Felipe
SFD,San Fernando De Apure Airport,Inglaterra
TUV,Tucupita Airport,Tucupita
VLN,Arturo Michelena International Airport,Valencia
VIG,Juan Pablo Perez Alfonso Airport,El Vigia
VLV,Dr. Antonio Nicolas Briceno Airport,Valera
BAZ,Barcelos Airport,Barcelos
RBB,Borba Airport,Borba
CAF,Carauari Airport,Carauari
CQS,Costa Marques Airport,Costa Marques
DMT,Diamantino Airport,Diamantino
DNO,Dianopolis Airport,Dianopolis
ARS,Estancia das Cascatas Airport,Aragarcas
ERN,Eirunepe Airport,Eirunepe
CQA,Canarana Airport,Canarana
SXO,Sao Felix do Araguaia Airport,Sao Felix Do Araguaia
GRP,Gurupi Airport,Gurupi
AUX,Araguaina Airport,Araguaina
GGB,Fazenda Olhos D`agua Airport,Agua Boa
HUW,Humaita Airport,Humaita
IPG,Ipiranga Airport,Santo Antonio Do Ica
IDO,Santa Izabel do Morro Airport,Cristalandia
JPR,Ji-Parana Airport,Ji-Parana
JIA,Juina Airport,Juina
JRN,Juruena Airport,Juruena
JTI,Jatai Airport,Jatai
CCX,Caceres Airport,Caceres
CIZ,Coari Airport,Coari
NSR,Serra da Capivara Airport,Sao Raimundo Nonato
TLZ,Catalao Airport,Catalao
LBR,Labrea Airport,Labrea
RVD,General Leite de Castro Airport,Rio Verde
MBZ,Maues Airport,Maues
NVP,Novo Aripuana Airport,Novo Aripuana
AQM,Nova Vida Airport,Ariquemes
BCR,Novo Campo Airport,Boca Do Acre
NQL,Niquelandia Airport,Niquelandia
APS,Anapolis Airport,Anapolis
FBA,Fonte Boa Airport,Fonte Boa
PBV,Porto dos Gauchos Airport,Porto Dos Gauchos
PIN,Parintins Airport,Parintins
PBQ,Pimenta Bueno Airport,Pimenta Bueno
PBX,Fazenda Piraguassu Airport,Porto Alegre Do Norte
AAI,Arraias Airport,Arraias
ROO,Rondonopolis Airport,Rondonopolis
OPS,Presidente Joao Batista Figueiredo Airport,Sinop
STZ,Santa Terezinha Airport,Santa Terezinha
IRZ,Tapuruquara Airport,Santa Isabel Do Rio Negro
TGQ,Tangara da Serra Airport,Tangara Da Serra
AZL,Fazenda Tucunare Airport,Sapezal
QHN,Taguatinga Airport,Taguatinga
SQM,Sao Miguel do Araguaia Airport,Sao Miguel Do Araguaia
MTG,Vila Bela da Santissima Trindade Airport,Vila Bela Da Santissima Trindade
VLP,Vila Rica Airport,Vila Rica
MBK,Regional Orlando Villas Boas Airport,Matupa
NOK,Xavantina Airport,Nova Xavantina
AHL,Aishalton Airport,Aishalton
NAI,Annai Airport,Annai
BCG,Bemichi Airport,Bemichi
BMJ,Baramita Airport,Baramita
GFO,Bartica A Airport,Bartica
GEO,Cheddi Jagan International Airport,Georgetown
OGL,Ogle Airport,Ogle
IMB,Imbaimadai Airport,Imbaimadai
KAR,Kamarang Airport,Kamarang
KRM,Karanambo Airport,Karanambo
KRG,Karasabai Airport,Karasabai
KTO,Kato Airport,Kato
LUB,Lumid Pau Airport,Lumid Pau
LTM,Lethem Airport,Lethem
USI,Mabaruma Airport,Mabaruma
MHA,Mahdia Airport,Mahdia
MYM,Monkey Mountain Airport,Monkey Mountain
MWJ,Matthews Ridge Airport,Matthews Ridge
QSX,New Amsterdam Airport,New Amsterdam
ORJ,Orinduik Airport,Orinduik
PRR,Paruma Airport,Paruma
ANU,V.C. Bird International Airport,St. George
BBQ,Codrington Airport,Codrington
BGI,Sir Grantley Adams International Airport,Bridgetown
DCF,Canefield Airport,Canefield
DOM,Melville Hall Airport,Marigot
DSD,La Desirade Airport,Grande Anse
BBR,Baillif Airport,Basse Terre
SFC,St-Francois Airport,St-Francois
FDF,Martinique Aime Cesaire International Airport,Fort-de-France
SFG,L'Esperance Airport,Grand Case
SBH,Gustaf III Airport,Gustavia
GBJ,Les Bases Airport,Grand Bourg
PTP,Pointe-a-Pitre Le Raizet,Pointe-a-Pitre Le Raizet
LSS,Terre-de-Haut Airport,Les Saintes
GND,Point Salines International Airport,Saint George's
CRU,Lauriston Airport,Carriacou Island
STT,Cyril E King Airport,Charlotte Amalie
STX,Henry E Rohlsen Airport,Christiansted
ARE,Antonio/Nery/Juarbe Pol Airport,Arecibo
BQN,Rafael Hernandez Airport,Aguadilla
CPX,Benjamin Rivera Noriega Airport,Isla De Culebra
SIG,Fernando Luis Ribas Dominicci Airport,San Juan
MAZ,Eugenio Maria De Hostos Airport,Mayaguez
PSE,Mercedita Airport,Ponce
NRR,Jose Aponte De La Torre Airport,Ceiba
SJU,Luis Munoz Marin International Airport,San Juan
VQS,Antonio Rivera Rodriguez Airport,Isla De Vieques
SKB,Robert L. Bradshaw International Airport,Basseterre
NEV,Vance W. Amory International Airport,Charlestown
SLU,George F. L. Charles Airport,Castries
UVF,Hewanorra International Airport,Vieux Fort
AUA,Queen Beatrix International Airport,Oranjestad
BON,Flamingo International Airport,Kralendijk
CUR,Hato International Airport,Willemstad
EUX,F. D. Roosevelt Airport,Sint Eustatius
SXM,Princess Juliana International Airport,Saint Martin
SAB,Juancho E. Yrausquin Airport,Saba
AXA,Wallblake Airport,The Valley
MNI,John A. Osborne Airport,Gerald's Park
TAB,Tobago-Crown Point Airport,Scarborough
POS,Piarco International Airport,Port of Spain
NGD,Captain Auguste George Airport,Anegada
EIS,Terrance B. Lettsome International Airport,Road Town
VIJ,Virgin Gorda Airport,Spanish Town
BQU,J F Mitchell Airport,Bequia
CIW,Canouan Airport,Canouan
MQS,Mustique Airport,Mustique Island
UNI,Union Island International Airport,Union Island
SVD,E. T. Joshua Airport,Kingstown
BDA,L.F. Wade International International Airport,Hamilton
ALA,Almaty International Airport,Almaty
BXH,Balkhash Airport,Balkhash
USJ,Usharal Airport,Usharal
BXJ,Boralday Airport,Aima Ata
TDK,Taldykorgan Airport,Taldy Kurgan
NQZ,Nursultan Nazarbayev International Airport,Astana
KOV,Kokshetau Airport,Kokshetau
PPK,Petropavlosk International Airport,Petropavlosk
DMB,Aulie-ata International Airport,Taraz
CIT,Shymkent Airport,Shymkent
HSA,Turkistan International Airport,Turkistan
DZN,Zhezkazgan Airport,Zhezkazgan
KGF,Sary-Arka International Airport,Karaganda
BXY,Krainiy Airport,Baikonur
KZO,Korkyt Ata Airport,Kzyl-Orda
URA,Oral Ak Zhol International Airport,Uralsk
EKB,Ekibastuz Airport,Ekibastuz
UKK,Ust-Kamennogorsk Airport,Ust Kamenogorsk
PWQ,Pavlodar International Airport,Pavlodar
PLX,Semey International Airport,Semey
SCO,Aktau International Airport,Aktau
GUW,Atyrau International Airport,Atyrau
AKX,Aktobe Aliya Moldagulova International Airport,Aktyubinsk
AYK,Arkalyk North Airport,Arkalyk
KSN,Kostanay International Airport,Kostanay
GYD,Heydar Aliyev International Airport,Baku
GNJ,Ganja Airport,Ganja
LLK,Lankaran International Airport,Lankaran
NAJ,Nakhchivan Airport,Nakhchivan
GBB,Gabala International Airport,Gabala
ZTU,Zaqatala International Airport,Zaqatala
ZZE,Zangilan International Airport,Zangilan
YLV,Yevlakh Airport,Yevlakh
ZXT,Zabrat Airport,Baku
IKU,Issyk-Kul International Airport,Tamchy
FRU,Manas International Airport,Bishkek
OSS,Osh Airport,Osh
LWN,Gyumri Shirak Airport,Gyumri
EVN,Zvartnots International Airport,Yerevan
UKG,Ust-Kuyga Airport,Ust-Kuyga
TLK,Talakan Airport,Lenskiy Ulus
ADH,Aldan Airport,Aldan
YKS,Yakutsk Airport,Yakutsk
NER,Chulman Neryungri Airport,Chulman
MQJ,Moma Airport,Honuu
KDY,Tyopliy Klyuch Airport,Tyopliy Klyuch
GYG,Magan Airport,Magan
OLZ,Olyokminsk Airport,Olyokminsk
USR,Ust-Nera Airport,Ust-Nera
UMS,Ust-Maya Airport,Ust-Maya
VHV,Verkhnevilyuisk Airport,Verkhnevilyuisk
NYR,Nyurba Airport,Nyurba
SUY,Suntar Airport,Suntar
VYI,Vilyuisk Airport,Vilyuisk
ULK,Lensk Airport,Lensk
ONK,Olenyok Airport,Olenyok
PYJ,Polyarny Airport,Yakutia
MJZ,Mirny Airport,Mirny
SYS,Saskylakh Airport,Saskylakh
BGN,Belaya Gora Airport,Belaya Gora
CKH,Chokurdakh Airport,Chokurdah
CYX,Cherskiy Airport,Cherskiy
IKS,Tiksi Airport,Tiksi
ZKP,Zyryanka Airport,Zyryanka
ZIX,Zhigansk Airport,Zhigansk
KUT,Kopitnari Airport,Kutaisi
BUS,Batumi International Airport,Batumi
SUI,Sukhumi Dranda Airport,Sukhumi
TBS,Tbilisi International Airport,Tbilisi
BQS,Ignatyevo Airport,Blagoveschensk
GDG,Magdagachi Airport,Magdagachi
TYD,Tynda Airport,Tynda
KHV,Khabarovsk-Novy Airport,Khabarovsk
KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur
GVN,Maygatka Airport.,Sovetskaya Gavan
DYR,Ugolny Airport,Anadyr
PVS,Provideniya Bay Airport,Chukotka
KPW,Keperveem Airport,Keperveem
GDX,Sokol Airport,Magadan
KVM,Markovo Airport,Markovo
PWE,Pevek Airport,Pevek
SWV,Severo-Evensk Airport,Evensk
BQG,Bogorodskoye Airport,Bogorodskoye
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport
OHO,Okhotsk Airport,Okhotsk
PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky
BVV,Burevestnik Airport,Iturup Island
OHH,Okha Airport,Okha
EKS,Shakhtyorsk Airport,Shakhtersk
DEE,Mendeleyevo Airport,Kunashir Island
